,count,acc_created,categorie
53063,11,2017-09-01,more
53064,12,2017-09-01,more
53065,16,2017-09-01,more
53066,0,2017-09-01,0
53067,0,2017-09-01,0
53068,0,2017-09-01,0
53069,0,2017-09-01,0
53070,0,2017-09-01,0
53071,0,2017-09-01,0
53072,11,2017-09-01,more
53073,0,2017-09-01,0
53074,0,2017-09-01,0
53075,3,2017-09-01,more
53076,3,2017-09-01,more
53077,1,2017-09-01,1
53078,10,2017-09-01,more
53079,5,2017-09-01,more
53080,0,2017-09-01,0
53081,0,2017-09-01,0
53082,0,2017-09-01,0
53083,0,2017-09-01,0
53084,5,2017-09-01,more
53085,0,2017-09-01,0
53086,0,2017-09-01,0
53087,2,2017-09-01,2
53088,24,2017-09-01,more
53089,0,2017-09-01,0
53090,6,2017-09-01,more
53091,25,2017-09-01,more
53092,1,2017-09-01,1
53093,0,2017-09-01,0
53094,0,2017-09-01,0
53095,0,2017-09-01,0
53096,0,2017-09-01,0
53097,14,2017-09-01,more
53098,14,2017-09-01,more
53099,5,2017-09-01,more
53100,0,2017-09-01,0
53101,1,2017-09-01,1
53102,0,2017-09-01,0
53103,1,2017-09-01,1
53104,0,2017-09-01,0
53105,0,2017-09-01,0
53106,1,2017-09-01,1
53107,0,2017-09-01,0
53108,0,2017-09-01,0
53109,5,2017-09-01,more
53110,1,2017-09-01,1
53111,0,2017-09-01,0
53112,0,2017-09-01,0
53113,1,2017-09-01,1
53114,7,2017-09-01,more
53115,1,2017-09-01,1
53116,0,2017-09-01,0
53117,4,2017-09-01,more
53118,0,2017-09-01,0
53119,0,2017-09-01,0
53120,9,2017-09-01,more
53121,0,2017-09-01,0
53122,1,2017-09-01,1
53123,2,2017-09-01,2
53124,0,2017-09-01,0
53125,0,2017-09-01,0
53126,0,2017-09-01,0
53127,24,2017-09-01,more
53128,21,2017-09-01,more
53129,8,2017-09-01,more
53130,0,2017-09-01,0
53131,0,2017-09-01,0
53132,0,2017-09-01,0
53133,1,2017-09-01,1
53134,11,2017-09-01,more
53135,0,2017-09-01,0
53136,1,2017-09-01,1
53137,0,2017-09-01,0
53138,0,2017-09-01,0
53139,0,2017-09-01,0
53140,0,2017-09-01,0
53141,5,2017-09-01,more
53142,4,2017-09-01,more
53143,5,2017-09-01,more
53144,0,2017-09-01,0
53145,1,2017-09-01,1
53146,0,2017-09-01,0
53147,0,2017-09-01,0
53148,0,2017-09-01,0
53149,0,2017-09-01,0
53150,1,2017-09-01,1
53151,0,2017-09-01,0
53152,0,2017-09-01,0
53153,9,2017-09-01,more
53154,0,2017-09-01,0
53155,1,2017-09-01,1
53156,0,2017-09-01,0
53157,0,2017-09-01,0
53158,0,2017-09-01,0
53159,3,2017-09-01,more
53160,1,2017-09-01,1
53161,0,2017-09-01,0
53162,0,2017-09-01,0
53163,7,2017-09-01,more
53164,3,2017-09-01,more
53165,0,2017-09-01,0
53166,0,2017-09-01,0
53167,0,2017-09-01,0
53168,0,2017-09-01,0
53169,3,2017-09-01,more
53170,0,2017-09-01,0
53171,1,2017-09-01,1
53172,3,2017-09-01,more
53173,2,2017-09-01,2
53174,5,2017-09-01,more
53175,0,2017-09-01,0
53176,0,2017-09-01,0
53177,1,2017-09-01,1
53178,3,2017-09-01,more
53179,0,2017-09-01,0
53180,0,2017-09-01,0
53181,0,2017-09-01,0
53182,0,2017-09-01,0
53183,0,2017-09-01,0
53184,2,2017-09-01,2
53185,1,2017-09-01,1
53186,9,2017-09-01,more
53187,0,2017-09-01,0
53188,0,2017-09-01,0
53189,0,2017-09-01,0
53190,0,2017-09-01,0
53191,1,2017-09-01,1
53192,0,2017-09-01,0
53193,1,2017-09-01,1
53194,0,2017-09-01,0
53195,0,2017-09-01,0
53196,0,2017-09-01,0
53197,0,2017-09-01,0
53198,0,2017-09-01,0
53199,0,2017-09-01,0
53200,3,2017-09-01,more
53201,0,2017-09-01,0
53202,1,2017-09-01,1
53203,1,2017-09-01,1
53204,3,2017-09-01,more
53205,1,2017-09-01,1
53206,0,2017-09-01,0
53207,0,2017-09-01,0
53208,0,2017-09-01,0
53209,3,2017-09-01,more
53210,1,2017-09-01,1
53211,0,2017-09-01,0
53212,4,2017-09-01,more
53213,0,2017-09-01,0
53214,1,2017-09-01,1
53215,0,2017-09-01,0
53216,0,2017-09-01,0
53217,7,2017-09-01,more
53218,3,2017-09-01,more
53219,0,2017-09-01,0
53220,2,2017-09-01,2
53221,0,2017-09-01,0
53222,5,2017-09-01,more
53223,14,2017-09-01,more
53224,0,2017-09-01,0
53225,2,2017-09-01,2
53226,3,2017-09-01,more
53227,9,2017-09-01,more
53228,5,2017-09-01,more
53229,0,2017-09-01,0
53230,5,2017-09-01,more
53231,0,2017-09-01,0
53232,0,2017-09-01,0
53233,0,2017-09-01,0
53234,0,2017-09-01,0
53235,15,2017-09-01,more
53236,1,2017-09-01,1
53237,5,2017-09-01,more
53238,2,2017-09-01,2
53239,0,2017-09-01,0
53240,15,2017-09-01,more
53241,0,2017-09-01,0
53242,0,2017-09-01,0
53243,1,2017-09-01,1
53244,0,2017-09-01,0
53245,3,2017-09-01,more
53246,6,2017-09-01,more
53247,2,2017-09-01,2
53248,1,2017-09-01,1
53249,0,2017-09-01,0
53250,1,2017-09-01,1
53251,1,2017-09-01,1
53252,1,2017-09-01,1
53253,0,2017-09-01,0
53254,0,2017-09-01,0
53255,0,2017-09-01,0
53256,1,2017-09-01,1
53257,9,2017-09-01,more
53258,4,2017-09-01,more
53259,5,2017-09-01,more
53260,13,2017-09-01,more
53261,1,2017-09-01,1
53262,15,2017-09-01,more
53263,7,2017-09-01,more
53264,0,2017-09-01,0
53265,0,2017-09-01,0
53266,0,2017-09-01,0
53267,0,2017-09-01,0
53268,0,2017-09-01,0
53269,5,2017-09-01,more
53270,0,2017-09-01,0
53271,25,2017-09-01,more
53272,5,2017-09-01,more
53273,0,2017-09-01,0
53274,0,2017-09-01,0
53275,0,2017-09-01,0
53276,0,2017-09-01,0
53277,0,2017-09-01,0
53278,8,2017-09-01,more
53279,13,2017-09-01,more
53280,10,2017-09-01,more
53281,1,2017-09-01,1
53282,1,2017-09-01,1
53283,6,2017-09-01,more
53284,2,2017-09-01,2
53285,0,2017-09-01,0
53286,1,2017-09-01,1
53287,5,2017-09-01,more
53288,0,2017-09-01,0
53289,0,2017-09-01,0
53290,2,2017-09-01,2
53291,0,2017-09-01,0
53292,0,2017-09-01,0
53293,1,2017-09-01,1
53294,12,2017-09-01,more
53295,0,2017-09-01,0
53296,1,2017-09-01,1
53297,22,2017-09-01,more
53298,5,2017-09-01,more
53299,0,2017-09-01,0
53300,0,2017-09-01,0
53301,10,2017-09-01,more
53302,0,2017-09-01,0
53303,0,2017-09-01,0
53304,2,2017-09-01,2
53305,1,2017-09-01,1
53306,5,2017-09-01,more
53307,3,2017-09-01,more
53308,0,2017-09-01,0
53309,23,2017-09-01,more
53310,0,2017-09-01,0
53311,7,2017-09-01,more
53312,0,2017-09-01,0
53313,20,2017-09-01,more
53314,7,2017-09-01,more
53315,0,2017-09-01,0
53316,4,2017-09-01,more
53317,25,2017-09-01,more
53318,3,2017-09-01,more
53319,7,2017-09-01,more
53320,0,2017-09-01,0
53321,15,2017-09-01,more
53322,14,2017-09-01,more
53323,27,2017-09-01,more
53324,0,2017-09-01,0
53325,12,2017-09-01,more
53326,1,2017-09-01,1
53327,2,2017-09-01,2
53328,1,2017-09-01,1
53329,2,2017-09-01,2
53330,0,2017-09-01,0
53331,13,2017-09-01,more
53332,5,2017-09-01,more
53333,1,2017-09-01,1
53334,2,2017-09-01,2
53335,6,2017-09-01,more
53336,0,2017-09-01,0
53337,13,2017-09-01,more
53338,1,2017-09-01,1
53339,0,2017-09-01,0
53340,16,2017-09-01,more
53341,13,2017-09-01,more
53342,10,2017-09-01,more
53343,0,2017-09-01,0
53344,0,2017-09-01,0
53345,2,2017-09-01,2
53346,1,2017-09-01,1
53347,0,2017-09-01,0
53348,4,2017-09-01,more
53349,4,2017-09-01,more
53350,0,2017-09-01,0
53351,3,2017-09-01,more
53352,0,2017-09-01,0
53353,1,2017-09-01,1
53354,1,2017-09-01,1
53355,0,2017-09-01,0
53356,3,2017-09-01,more
53357,6,2017-09-01,more
53358,1,2017-09-01,1
53359,0,2017-09-01,0
53360,0,2017-09-01,0
53361,1,2017-09-01,1
53362,0,2017-09-01,0
53363,3,2017-09-01,more
53364,3,2017-09-01,more
53365,4,2017-09-01,more
53366,9,2017-09-01,more
53367,0,2017-09-01,0
53368,6,2017-09-01,more
53369,0,2017-09-01,0
53370,0,2017-09-01,0
53371,8,2017-09-01,more
53372,9,2017-09-01,more
53373,1,2017-09-01,1
53374,0,2017-09-01,0
53375,1,2017-09-01,1
53376,1,2017-09-01,1
53377,6,2017-09-01,more
53378,3,2017-09-01,more
53379,8,2017-09-01,more
53380,5,2017-09-01,more
53381,2,2017-09-01,2
53382,1,2017-09-01,1
53383,0,2017-09-01,0
53384,3,2017-09-01,more
53385,0,2017-09-01,0
53386,5,2017-09-01,more
53387,0,2017-09-01,0
53388,0,2017-09-01,0
53389,1,2017-09-01,1
53390,0,2017-09-01,0
53391,4,2017-09-01,more
53392,0,2017-09-01,0
53393,5,2017-09-01,more
53394,0,2017-09-01,0
53395,0,2017-09-01,0
53396,13,2017-09-01,more
53397,9,2017-09-01,more
53398,0,2017-09-01,0
53399,3,2017-09-01,more
53400,12,2017-09-01,more
53401,3,2017-09-01,more
53402,1,2017-09-01,1
53403,5,2017-09-01,more
53404,1,2017-09-01,1
53405,1,2017-09-01,1
53406,1,2017-09-01,1
53407,2,2017-09-01,2
53408,1,2017-09-01,1
53409,10,2017-09-01,more
53410,25,2017-09-01,more
53411,1,2017-09-01,1
53412,0,2017-09-01,0
53413,0,2017-09-01,0
53414,4,2017-09-01,more
53415,1,2017-09-01,1
53416,0,2017-09-01,0
53417,0,2017-09-01,0
53418,0,2017-09-01,0
53419,0,2017-09-01,0
53420,3,2017-09-01,more
53421,1,2017-09-01,1
53422,14,2017-09-01,more
53423,0,2017-09-01,0
53424,1,2017-09-01,1
53425,3,2017-09-01,more
53426,2,2017-09-01,2
53427,0,2017-09-01,0
53428,0,2017-09-01,0
53429,1,2017-09-01,1
53430,9,2017-09-01,more
53431,0,2017-09-01,0
53432,0,2017-09-01,0
53433,0,2017-09-01,0
53434,21,2017-09-01,more
53435,0,2017-09-01,0
53436,0,2017-09-01,0
53437,12,2017-09-01,more
53438,0,2017-09-01,0
53439,4,2017-09-01,more
53440,0,2017-09-01,0
53441,8,2017-09-01,more
53442,11,2017-09-01,more
53443,2,2017-09-01,2
53444,1,2017-09-01,1
53445,11,2017-09-01,more
53446,2,2017-09-01,2
53447,0,2017-09-01,0
53448,1,2017-09-01,1
53449,0,2017-09-01,0
53450,0,2017-09-01,0
53451,7,2017-09-01,more
53452,5,2017-09-01,more
53453,8,2017-09-01,more
53454,3,2017-09-01,more
53455,0,2017-09-01,0
53456,7,2017-09-01,more
53457,3,2017-09-01,more
53458,11,2017-09-01,more
53459,0,2017-09-01,0
53460,0,2017-09-01,0
53461,0,2017-09-01,0
53462,0,2017-09-01,0
53463,3,2017-09-01,more
53464,3,2017-09-01,more
53465,0,2017-09-01,0
53466,3,2017-09-01,more
53467,0,2017-09-01,0
53468,0,2017-09-01,0
53469,3,2017-09-01,more
53470,5,2017-09-01,more
53471,2,2017-09-01,2
53472,0,2017-09-01,0
53473,21,2017-09-01,more
53474,1,2017-09-01,1
53475,3,2017-09-01,more
53476,23,2017-09-01,more
53477,0,2017-09-01,0
53478,0,2017-09-01,0
53479,1,2017-09-01,1
53480,3,2017-09-01,more
53481,0,2017-09-01,0
53482,0,2017-09-01,0
53483,0,2017-09-01,0
53484,1,2017-09-01,1
53485,4,2017-09-01,more
53486,0,2017-09-01,0
53487,1,2017-09-01,1
53488,0,2017-09-01,0
53489,2,2017-09-01,2
53490,16,2017-09-01,more
53491,11,2017-09-01,more
53492,14,2017-09-01,more
53493,15,2017-09-01,more
53494,0,2017-09-01,0
53495,1,2017-09-01,1
53496,1,2017-09-01,1
53497,0,2017-09-01,0
53498,1,2017-09-01,1
53499,5,2017-09-01,more
53500,0,2017-09-01,0
53501,0,2017-09-01,0
53502,12,2017-09-01,more
53503,0,2017-09-01,0
53504,14,2017-09-01,more
53505,0,2017-09-01,0
53506,1,2017-09-01,1
53507,0,2017-09-01,0
53508,0,2017-09-01,0
53509,7,2017-09-01,more
53510,8,2017-09-01,more
53511,9,2017-09-01,more
53512,7,2017-09-01,more
53513,0,2017-09-01,0
53514,1,2017-09-01,1
53515,0,2017-09-01,0
53516,0,2017-09-01,0
53517,1,2017-09-01,1
53518,4,2017-09-01,more
53519,7,2017-09-01,more
53520,6,2017-09-01,more
53521,2,2017-09-01,2
53522,9,2017-09-01,more
53523,0,2017-09-01,0
53524,0,2017-09-01,0
53525,1,2017-09-01,1
53526,0,2017-09-01,0
53527,4,2017-09-01,more
53528,0,2017-09-01,0
53529,0,2017-09-01,0
53530,3,2017-09-01,more
53531,7,2017-09-01,more
53532,2,2017-09-01,2
53533,3,2017-09-01,more
53534,0,2017-09-01,0
53535,1,2017-09-01,1
53536,0,2017-09-01,0
53537,1,2017-09-01,1
53538,0,2017-09-01,0
53539,8,2017-09-01,more
53540,3,2017-09-01,more
53541,1,2017-09-01,1
53542,1,2017-09-01,1
53543,2,2017-09-01,2
53544,1,2017-09-01,1
53545,17,2017-09-01,more
53546,14,2017-09-01,more
53547,4,2017-09-01,more
53548,4,2017-09-01,more
53549,4,2017-09-01,more
53550,4,2017-09-01,more
53551,0,2017-09-01,0
53552,5,2017-09-01,more
53553,2,2017-09-01,2
53554,0,2017-09-01,0
53555,13,2017-09-01,more
53556,2,2017-09-01,2
53557,0,2017-09-01,0
53558,1,2017-09-01,1
53559,15,2017-09-01,more
53560,5,2017-09-01,more
53561,2,2017-09-01,2
53562,1,2017-09-01,1
53563,0,2017-09-01,0
53564,4,2017-09-01,more
53565,7,2017-09-01,more
53566,0,2017-09-01,0
53567,14,2017-09-01,more
53568,0,2017-09-01,0
53569,0,2017-09-01,0
53570,0,2017-09-01,0
53571,13,2017-09-01,more
53572,6,2017-09-01,more
53573,0,2017-09-01,0
53574,5,2017-09-01,more
53575,3,2017-09-01,more
53576,1,2017-09-01,1
53577,6,2017-09-01,more
53578,2,2017-09-01,2
53579,0,2017-09-01,0
53580,0,2017-09-01,0
53581,7,2017-09-01,more
53582,0,2017-09-01,0
53583,0,2017-09-01,0
53584,4,2017-09-01,more
53585,5,2017-09-01,more
53586,3,2017-09-01,more
53587,2,2017-09-01,2
53588,1,2017-09-01,1
53589,2,2017-09-01,2
53590,1,2017-09-01,1
53591,3,2017-09-01,more
53592,22,2017-09-01,more
53593,4,2017-09-01,more
53594,0,2017-09-01,0
53595,1,2017-09-01,1
53596,3,2017-09-01,more
53597,4,2017-09-01,more
53598,7,2017-09-01,more
53599,0,2017-09-01,0
53600,13,2017-09-01,more
53601,1,2017-09-01,1
53602,3,2017-09-01,more
53603,1,2017-09-01,1
53604,15,2017-09-01,more
53605,1,2017-09-01,1
53606,0,2017-09-01,0
53607,5,2017-09-01,more
53608,6,2017-09-01,more
53609,1,2017-09-01,1
53610,10,2017-09-01,more
53611,13,2017-09-01,more
53612,1,2017-09-01,1
53613,9,2017-09-01,more
53614,11,2017-09-01,more
53615,4,2017-09-01,more
53616,0,2017-09-01,0
53617,0,2017-09-01,0
53618,3,2017-09-01,more
53619,10,2017-09-01,more
53620,14,2017-09-01,more
53621,11,2017-09-01,more
53622,0,2017-09-01,0
53623,6,2017-09-01,more
53624,1,2017-09-01,1
53625,4,2017-09-01,more
53626,3,2017-09-01,more
53627,7,2017-09-01,more
53628,22,2017-09-01,more
53629,2,2017-09-01,2
53630,8,2017-09-01,more
53631,5,2017-09-01,more
53632,2,2017-09-01,2
53633,15,2017-09-01,more
53634,1,2017-09-01,1
53635,3,2017-09-01,more
53636,19,2017-09-01,more
53637,0,2017-09-01,0
53638,1,2017-09-01,1
53639,3,2017-09-01,more
53640,1,2017-09-01,1
53641,1,2017-09-01,1
53642,0,2017-09-01,0
53643,7,2017-09-01,more
53644,2,2017-09-01,2
53645,3,2017-09-01,more
53646,3,2017-09-01,more
53647,1,2017-09-01,1
53648,4,2017-09-01,more
53649,1,2017-09-01,1
53650,1,2017-09-01,1
53651,1,2017-09-01,1
53652,0,2017-09-01,0
53653,2,2017-09-01,2
53654,0,2017-09-01,0
53655,1,2017-09-01,1
53656,2,2017-09-01,2
53657,0,2017-09-01,0
53658,0,2017-09-01,0
53659,14,2017-09-01,more
53660,15,2017-09-01,more
53661,0,2017-09-01,0
53662,1,2017-09-01,1
53663,5,2017-09-01,more
53664,0,2017-09-01,0
53665,26,2017-09-01,more
53666,0,2017-09-01,0
53667,0,2017-09-01,0
53668,3,2017-09-01,more
53669,12,2017-09-01,more
53670,8,2017-09-01,more
53671,1,2017-09-01,1
53672,15,2017-09-01,more
53673,9,2017-09-01,more
53674,0,2017-09-01,0
53675,0,2017-09-01,0
53676,0,2017-09-01,0
53677,0,2017-09-01,0
53678,24,2017-09-01,more
53679,2,2017-09-01,2
53680,1,2017-09-01,1
53681,15,2017-09-01,more
53682,7,2017-09-01,more
53683,2,2017-09-01,2
53684,6,2017-09-01,more
53685,0,2017-09-01,0
53686,1,2017-09-01,1
53687,4,2017-09-01,more
53688,4,2017-09-01,more
53689,1,2017-09-01,1
53690,5,2017-09-01,more
53691,6,2017-09-01,more
53692,9,2017-09-01,more
53693,1,2017-09-01,1
53694,1,2017-09-01,1
53695,0,2017-09-01,0
53696,0,2017-09-01,0
53697,4,2017-09-01,more
53698,1,2017-09-01,1
53699,5,2017-09-01,more
53700,10,2017-09-01,more
53701,10,2017-09-01,more
53702,0,2017-09-01,0
53703,10,2017-09-01,more
53704,5,2017-09-01,more
53705,0,2017-09-01,0
53706,1,2017-09-01,1
53707,0,2017-09-01,0
53708,0,2017-09-01,0
53709,2,2017-09-01,2
53710,5,2017-09-01,more
53711,7,2017-09-01,more
53712,6,2017-09-01,more
53713,7,2017-09-01,more
53714,2,2017-09-01,2
53715,2,2017-09-01,2
53716,11,2017-09-01,more
53717,2,2017-09-01,2
53718,5,2017-09-01,more
53719,13,2017-09-01,more
53720,3,2017-09-01,more
53721,0,2017-09-01,0
53722,2,2017-09-01,2
53723,0,2017-09-01,0
53724,4,2017-09-01,more
53725,0,2017-09-01,0
53726,0,2017-09-01,0
53727,0,2017-09-01,0
53728,1,2017-09-01,1
53729,0,2017-09-01,0
53730,1,2017-09-01,1
53731,1,2017-09-01,1
53732,1,2017-09-01,1
53733,0,2017-09-01,0
53734,1,2017-09-01,1
53735,0,2017-09-01,0
53736,0,2017-09-01,0
53737,0,2017-09-01,0
53738,4,2017-09-01,more
53739,4,2017-09-01,more
53740,19,2017-09-01,more
53741,3,2017-09-01,more
53742,3,2017-09-01,more
53743,1,2017-09-01,1
53744,26,2017-09-01,more
53745,7,2017-09-01,more
53746,17,2017-09-01,more
53747,1,2017-09-01,1
53748,2,2017-09-01,2
53749,1,2017-09-01,1
53750,1,2017-09-01,1
53751,3,2017-09-01,more
53752,1,2017-09-01,1
53753,0,2017-09-01,0
53754,16,2017-09-01,more
53755,2,2017-09-01,2
53756,1,2017-09-01,1
53757,7,2017-09-01,more
53758,2,2017-09-01,2
53759,0,2017-09-01,0
53760,4,2017-09-01,more
53761,1,2017-09-01,1
53762,0,2017-09-01,0
53763,1,2017-09-01,1
53764,18,2017-09-01,more
53765,15,2017-09-01,more
53766,0,2017-09-01,0
53767,16,2017-09-01,more
53768,13,2017-09-01,more
53769,1,2017-09-01,1
53770,1,2017-09-01,1
53771,16,2017-09-01,more
53772,10,2017-09-01,more
53773,2,2017-09-01,2
53774,0,2017-09-01,0
53775,10,2017-09-01,more
53776,0,2017-09-01,0
53777,0,2017-09-01,0
53778,2,2017-09-01,2
53779,1,2017-09-01,1
53780,5,2017-09-01,more
53781,3,2017-09-01,more
53782,1,2017-09-01,1
53783,19,2017-09-01,more
53784,9,2017-09-01,more
53785,18,2017-09-01,more
53786,0,2017-09-01,0
53787,0,2017-09-01,0
53788,0,2017-09-01,0
53789,10,2017-09-01,more
53790,17,2017-09-01,more
53791,0,2017-09-01,0
53792,8,2017-09-01,more
53793,3,2017-09-01,more
53794,0,2017-09-01,0
53795,12,2017-09-01,more
53796,5,2017-09-01,more
53797,1,2017-09-01,1
53798,0,2017-09-01,0
53799,0,2017-09-01,0
53800,1,2017-09-01,1
53801,0,2017-09-01,0
53802,0,2017-09-01,0
53803,10,2017-09-01,more
53804,0,2017-09-01,0
53805,4,2017-09-01,more
53806,0,2017-09-01,0
53807,0,2017-09-01,0
53808,0,2017-09-01,0
53809,6,2017-09-01,more
53810,0,2017-09-01,0
53811,23,2017-09-01,more
53812,0,2017-09-01,0
53813,3,2017-09-01,more
53814,0,2017-09-01,0
53815,9,2017-09-01,more
53816,4,2017-09-01,more
53817,3,2017-09-01,more
53818,12,2017-09-01,more
53819,0,2017-09-01,0
53820,0,2017-09-01,0
53821,0,2017-09-01,0
53822,2,2017-09-01,2
53823,1,2017-09-01,1
53824,2,2017-09-01,2
53825,1,2017-09-01,1
53826,3,2017-09-01,more
53827,18,2017-09-01,more
53828,10,2017-09-01,more
53829,0,2017-09-01,0
53830,0,2017-09-01,0
53831,13,2017-09-01,more
53832,0,2017-09-01,0
53833,0,2017-09-01,0
53834,0,2017-09-01,0
53835,2,2017-09-01,2
53836,0,2017-09-01,0
53837,0,2017-09-01,0
53838,6,2017-09-01,more
53839,0,2017-09-01,0
53840,1,2017-09-01,1
53841,6,2017-09-01,more
53842,0,2017-09-01,0
53843,3,2017-09-01,more
53844,6,2017-09-01,more
53845,1,2017-09-01,1
53846,17,2017-09-01,more
53847,1,2017-09-01,1
53848,1,2017-09-01,1
53849,0,2017-09-01,0
53850,1,2017-09-01,1
53851,0,2017-09-01,0
53852,0,2017-09-01,0
53853,3,2017-09-01,more
53854,0,2017-09-01,0
53855,8,2017-09-01,more
53856,1,2017-09-01,1
53857,0,2017-09-01,0
53858,2,2017-09-01,2
53859,3,2017-09-01,more
53860,0,2017-09-01,0
53861,20,2017-09-01,more
53862,1,2017-09-01,1
53863,9,2017-09-01,more
53864,3,2017-09-01,more
53865,0,2017-09-01,0
53866,0,2017-09-01,0
53867,0,2017-09-01,0
53868,0,2017-09-01,0
53869,0,2017-09-01,0
53870,0,2017-09-01,0
53871,1,2017-09-01,1
53872,0,2017-09-01,0
53873,0,2017-09-01,0
53874,0,2017-09-01,0
53875,5,2017-09-01,more
53876,4,2017-09-01,more
53877,0,2017-09-01,0
53878,1,2017-09-01,1
53879,6,2017-09-01,more
53880,7,2017-09-01,more
53881,11,2017-09-01,more
53882,0,2017-09-01,0
53883,1,2017-09-01,1
53884,0,2017-09-01,0
53885,0,2017-09-01,0
53886,0,2017-09-01,0
53887,0,2017-09-01,0
53888,25,2017-09-01,more
53889,1,2017-09-01,1
53890,1,2017-09-01,1
53891,0,2017-09-01,0
53892,7,2017-09-01,more
53893,2,2017-09-01,2
53894,7,2017-09-01,more
53895,4,2017-09-01,more
53896,0,2017-09-01,0
53897,10,2017-09-01,more
53898,1,2017-09-01,1
53899,1,2017-09-01,1
53900,0,2017-09-01,0
53901,22,2017-09-01,more
53902,1,2017-09-01,1
53903,0,2017-09-01,0
53904,2,2017-09-01,2
53905,12,2017-09-01,more
53906,16,2017-09-01,more
53907,8,2017-09-01,more
53908,3,2017-09-01,more
53909,0,2017-09-01,0
53910,3,2017-09-01,more
53911,1,2017-09-01,1
53912,7,2017-09-01,more
53913,0,2017-09-01,0
53914,2,2017-09-01,2
53915,5,2017-09-01,more
53916,0,2017-09-01,0
53917,0,2017-09-01,0
53918,1,2017-09-01,1
53919,9,2017-09-01,more
53920,4,2017-09-01,more
53921,10,2017-09-01,more
53922,4,2017-09-01,more
53923,0,2017-09-01,0
53924,6,2017-09-01,more
53925,8,2017-09-01,more
53926,3,2017-09-01,more
53927,1,2017-09-01,1
53928,0,2017-09-01,0
53929,0,2017-09-01,0
53930,11,2017-09-01,more
53931,0,2017-09-01,0
53932,2,2017-09-01,2
53933,1,2017-09-01,1
53934,6,2017-09-01,more
53935,9,2017-09-01,more
53936,0,2017-09-01,0
53937,2,2017-09-01,2
53938,18,2017-09-01,more
53939,6,2017-09-01,more
53940,4,2017-09-01,more
53941,1,2017-09-01,1
53942,0,2017-09-01,0
53943,1,2017-09-01,1
53944,4,2017-09-01,more
53945,1,2017-09-01,1
53946,0,2017-09-01,0
53947,1,2017-09-01,1
53948,0,2017-09-01,0
53949,8,2017-09-01,more
53950,3,2017-09-01,more
53951,4,2017-09-01,more
53952,0,2017-09-01,0
53953,3,2017-09-01,more
53954,0,2017-09-01,0
53955,0,2017-09-01,0
53956,0,2017-09-01,0
53957,0,2017-09-01,0
53958,0,2017-09-01,0
53959,0,2017-09-01,0
53960,0,2017-09-01,0
53961,0,2017-09-01,0
53962,0,2017-09-01,0
53963,2,2017-09-01,2
53964,8,2017-09-01,more
53965,0,2017-09-01,0
53966,0,2017-09-01,0
53967,19,2017-09-01,more
53968,0,2017-09-01,0
53969,1,2017-09-01,1
53970,0,2017-09-01,0
53971,0,2017-09-01,0
53972,3,2017-09-01,more
53973,0,2017-09-01,0
53974,0,2017-09-01,0
53975,14,2017-09-01,more
53976,1,2017-09-01,1
53977,0,2017-09-01,0
53978,1,2017-09-01,1
53979,12,2017-09-01,more
53980,1,2017-09-01,1
53981,1,2017-09-01,1
53982,0,2017-09-01,0
53983,1,2017-09-01,1
53984,3,2017-09-01,more
53985,0,2017-09-01,0
53986,15,2017-09-01,more
53987,0,2017-09-01,0
53988,5,2017-09-01,more
53989,0,2017-09-01,0
53990,1,2017-09-01,1
53991,0,2017-09-01,0
53992,1,2017-09-01,1
53993,1,2017-09-01,1
53994,4,2017-09-01,more
53995,0,2017-09-01,0
53996,11,2017-09-01,more
53997,0,2017-09-01,0
53998,0,2017-09-01,0
53999,19,2017-09-01,more
54000,0,2017-09-01,0
54001,3,2017-09-01,more
54002,0,2017-09-01,0
54003,0,2017-09-01,0
54004,0,2017-09-01,0
54005,0,2017-09-01,0
54006,0,2017-09-01,0
54007,2,2017-09-01,2
54008,2,2017-09-01,2
54009,0,2017-09-01,0
54010,2,2017-09-01,2
54011,0,2017-09-01,0
54012,2,2017-09-01,2
54013,0,2017-09-01,0
54014,1,2017-09-01,1
54015,0,2017-09-01,0
54016,0,2017-09-01,0
54017,0,2017-09-01,0
54018,0,2017-09-01,0
54019,0,2017-09-01,0
54020,0,2017-09-01,0
54021,0,2017-09-01,0
54022,0,2017-09-01,0
54023,0,2017-09-01,0
54024,2,2017-09-01,2
54025,4,2017-09-01,more
54026,1,2017-09-01,1
54027,2,2017-09-01,2
54028,0,2017-09-01,0
54029,7,2017-09-01,more
54030,9,2017-09-01,more
54031,8,2017-09-01,more
54032,2,2017-09-01,2
54033,2,2017-09-01,2
54034,0,2017-09-01,0
54035,0,2017-09-01,0
54036,0,2017-09-01,0
54037,0,2017-09-01,0
54038,1,2017-09-01,1
54039,0,2017-09-01,0
54040,5,2017-09-01,more
54041,1,2017-09-01,1
54042,0,2017-09-01,0
54043,1,2017-09-01,1
54044,0,2017-09-01,0
54045,0,2017-09-01,0
54046,7,2017-09-01,more
54047,0,2017-09-01,0
54048,0,2017-09-01,0
54049,3,2017-09-01,more
54050,10,2017-09-01,more
54051,1,2017-09-01,1
54052,0,2017-09-01,0
54053,0,2017-09-01,0
54054,0,2017-09-01,0
54055,3,2017-09-01,more
54056,0,2017-09-01,0
54057,0,2017-09-01,0
54058,10,2017-09-01,more
54059,3,2017-09-01,more
54060,17,2017-09-01,more
54061,0,2017-09-01,0
